precision,recall,f1-score,support,accuracy,roc,category,class,model_name
0.5349770642201835,0.748195669607057,0.6238716148445337,1247,,,related,0,RF_cv_MLSMOTE_scoringF1
0.9093009820912767,0.7951502904773933,0.8484031801643983,3959,,,related,1,RF_cv_MLSMOTE_scoringF1
0.819638683669215,0.7839031886285056,0.7946208401809424,5206,0.7839031886285056,0.7716729800422251,related,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9418409036289354,0.9105483271375465,0.9259303012404017,4304,,,request,0,RF_cv_MLSMOTE_scoringF1
0.631578947368421,0.7317073170731707,0.6779661016949152,902,,,request,1,RF_cv_MLSMOTE_scoringF1
0.8880844140886004,0.8795620437956204,0.8829676220260282,5206,0.8795620437956204,0.8211278221053587,request,weighted avg,RF_cv_MLSMOTE_scoringF1
0.995197848636189,1.0,0.997593145277751,5181,,,offer,0,RF_cv_MLSMOTE_scoringF1
0.0,0.0,0.0,25,,,offer,1,RF_cv_MLSMOTE_scoringF1
0.9904187579300989,0.995197848636189,0.9928025519946269,5206,0.995197848636189,0.5,offer,weighted avg,RF_cv_MLSMOTE_scoringF1
0.8015539009388152,0.8118032786885246,0.8066460335559538,3050,,,aid_related,0,RF_cv_MLSMOTE_scoringF1
0.7288615965989608,0.7156771799628943,0.7222092206880413,2156,,,aid_related,1,RF_cv_MLSMOTE_scoringF1
0.7714492893067126,0.7719938532462544,0.7716775801285202,5206,0.7719938532462544,0.7637402293257094,aid_related,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9470672389127325,0.9704712041884817,0.9586263963591228,4775,,,medical_help,0,RF_cv_MLSMOTE_scoringF1
0.549520766773163,0.3990719257540603,0.46236559139784944,431,,,medical_help,1,RF_cv_MLSMOTE_scoringF1
0.9141547284455495,0.9231655781790242,0.9175414161558364,5206,0.9231655781790242,0.6847715649712709,medical_help,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9675686430561082,0.9840145690004047,0.9757223113964687,4942,,,medical_products,0,RF_cv_MLSMOTE_scoringF1
0.5611111111111111,0.38257575757575757,0.45495495495495497,264,,,medical_products,1,RF_cv_MLSMOTE_scoringF1
0.9469568896113368,0.9535151747983096,0.9493138246310905,5206,0.9535151747983096,0.6832951632880812,medical_products,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9737502412661648,0.9980217606330366,0.9857366158655726,5055,,,search_and_rescue,0,RF_cv_MLSMOTE_scoringF1
0.6,0.09933774834437085,0.17045454545454544,151,,,search_and_rescue,1,RF_cv_MLSMOTE_scoringF1
0.9629096176720061,0.9719554360353438,0.9620893641114302,5206,0.9719554360353438,0.5486797544887038,search_and_rescue,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9796349663784822,0.9998039215686274,0.9896166909267345,5100,,,security,0,RF_cv_MLSMOTE_scoringF1
0.0,0.0,0.0,106,,,security,1,RF_cv_MLSMOTE_scoringF1
0.9596884995255972,0.979446792162889,0.9694669849647226,5206,0.979446792162889,0.4999019607843137,security,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9787819253438114,0.9902603856092228,0.9844876988439878,5031,,,military,0,RF_cv_MLSMOTE_scoringF1
0.5775862068965517,0.38285714285714284,0.4604810996563573,175,,,military,1,RF_cv_MLSMOTE_scoringF1
0.9652957073783349,0.969842489435267,0.966873185809444,5206,0.969842489435267,0.6865587642331827,military,weighted avg,RF_cv_MLSMOTE_scoringF1
1.0,1.0,1.0,5206,,,child_alone,0,RF_cv_MLSMOTE_scoringF1
1.0,1.0,1.0,5206,1.0,,child_alone,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9752150757886112,0.979226655697244,0.977216748768473,4862,,,water,0,RF_cv_MLSMOTE_scoringF1
0.6882716049382716,0.6482558139534884,0.6676646706586826,344,,,water,1,RF_cv_MLSMOTE_scoringF1
0.956254539105454,0.9573568958893585,0.9567622895157323,5206,0.9573568958893585,0.8137412348253662,water,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9660467128027682,0.9668831168831169,0.9664647338814366,4620,,,food,0,RF_cv_MLSMOTE_scoringF1
0.7371134020618557,0.7320819112627986,0.7345890410958905,586,,,food,1,RF_cv_MLSMOTE_scoringF1
0.9402774235030804,0.9404533230887437,0.9403642429147963,5206,0.9404533230887437,0.8494825140729577,food,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9616357504215851,0.9667302394575121,0.9641762654549297,4719,,,shelter,0,RF_cv_MLSMOTE_scoringF1
0.6601731601731602,0.6262833675564682,0.642781875658588,487,,,shelter,1,RF_cv_MLSMOTE_scoringF1
0.9334351585178234,0.934882827506723,0.9341111352530822,5206,0.934882827506723,0.7965068035069902,shelter,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9891640866873065,0.9970743124634289,0.993103448275862,5127,,,clothing,0,RF_cv_MLSMOTE_scoringF1
0.6052631578947368,0.2911392405063291,0.39316239316239315,79,,,clothing,1,RF_cv_MLSMOTE_scoringF1
0.9833384675219947,0.9863618901267768,0.9839994637668409,5206,0.9863618901267768,0.644106776484879,clothing,weighted avg,RF_cv_MLSMOTE_scoringF1
0.9807617567042363,0.9944827586206897,0.9875746013110264,5075,,,money,0,RF_cv_MLSMOTE_scoringF1
0.5333333333333333,0.24427480916030533,0.33507853403141363,131,,,money,1,RF_cv_MLSMOTE_scoringF1
0.9695029930735048,0.9756050710718401,0.9711556645431374,5206,0.9756050710718401,0.6193787838904975,money,weighted avg,RF_cv_MLSMOTE_scoringF1
0.990005765904286,1.0,0.9949777863627584,5151,,,missing_people,0,RF_cv_MLSMOTE_scoringF1
