precision,recall,f1-score,support,accuracy,roc,category,class,model_name
0.7407407407407407,0.0315955766192733,0.06060606060606061,1266,,,related,0,adaBoost_cv
0.7563138615770195,0.9961909598781107,0.8598356164383562,3938,,,related,1,adaBoost_cv
0.7518704102469007,0.7561022120518688,0.6610375401399842,5244,0.7561022120518688,,related,weighted avg,adaBoost_cv
0.8921855411617217,0.9818349045757645,0.9348659003831417,4349,,,request,0,adaBoost_cv
0.8275109170305677,0.423463687150838,0.5602365114560237,895,,,request,1,adaBoost_cv
0.8811474426496348,0.8865369946605645,0.8709274367886011,5244,0.8865369946605645,0.7026492958633012,request,weighted avg,adaBoost_cv
0.9950419527078566,1.0,0.9975148155228445,5218,,,offer,0,adaBoost_cv
0.0,0.0,0.0,26,,,offer,1,adaBoost_cv
0.9901084876486643,0.9950419527078566,0.9925690898928685,5244,0.9950419527078566,0.5,offer,weighted avg,adaBoost_cv
0.746505376344086,0.8920655316415034,0.8128201375676862,3113,,,aid_related,0,adaBoost_cv
0.7795275590551181,0.5574847489441577,0.6500683994528044,2131,,,aid_related,1,adaBoost_cv
0.7599245737806247,0.7561022120518688,0.7466828465831681,5244,0.7561022120518688,0.7247751402928305,aid_related,weighted avg,adaBoost_cv
0.9293066614876675,0.992326835338034,0.9597833717781566,4822,,,medical_help,0,adaBoost_cv
0.6105263157894737,0.13744075829383887,0.22437137330754353,422,,,medical_help,1,adaBoost_cv
0.903653475773587,0.9235316552250191,0.9006026198035954,5244,0.9235316552250191,0.5648837968159364,medical_help,weighted avg,adaBoost_cv
0.9604651162790697,0.9963811821471653,0.9780935464772055,4974,,,medical_products,0,adaBoost_cv
0.7857142857142857,0.24444444444444444,0.3728813559322034,270,,,medical_products,1,adaBoost_cv
0.9514676478861461,0.9576659038901602,0.9469327357512043,5244,0.9576659038901602,0.6204128132958049,medical_products,weighted avg,adaBoost_cv
0.9795019157088123,0.99921829196795,0.9892618748186127,5117,,,search_and_rescue,0,adaBoost_cv
0.8333333333333334,0.15748031496062992,0.2649006622516556,127,,,search_and_rescue,1,adaBoost_cv
0.9759619824590627,0.9788329519450801,0.9717191833624717,5244,0.9788329519450801,0.5783493034642899,search_and_rescue,weighted avg,adaBoost_cv
0.9832189168573608,1.0,0.9915384615384616,5156,,,security,0,adaBoost_cv
0.0,0.0,0.0,88,,,security,1,adaBoost_cv
0.9667194384661618,0.9832189168573608,0.9748993721762601,5244,0.9832189168573608,0.5,security,weighted avg,adaBoost_cv
0.9761125024080138,0.9956769502849283,0.9857976653696499,5089,,,military,0,adaBoost_cv
0.5849056603773585,0.2,0.2980769230769231,155,,,military,1,adaBoost_cv
0.9645493711122947,0.9721586575133486,0.9654702978915086,5244,0.9721586575133486,0.5978384751424641,military,weighted avg,adaBoost_cv
1.0,1.0,1.0,5244,,,child_alone,0,adaBoost_cv
1.0,1.0,1.0,5244,1.0,,child_alone,weighted avg,adaBoost_cv
0.9754180938948217,0.9869520897043833,0.9811511957843534,4905,,,water,0,adaBoost_cv
0.7722419928825622,0.640117994100295,0.7000000000000001,339,,,water,1,adaBoost_cv
0.9622837120788119,0.9645308924485125,0.9629760898783855,5244,0.9645308924485125,0.8135350419023392,water,weighted avg,adaBoost_cv
0.9652836579170194,0.9808560980856098,0.9730075749493224,4649,,,food,0,adaBoost_cv
0.8288461538461539,0.7243697478991596,0.7730941704035875,595,,,food,1,adaBoost_cv
0.9498030486641276,0.9517543859649122,0.950324799261925,5244,0.9517543859649122,0.8526129229923848,food,weighted avg,adaBoost_cv
0.9548308689487544,0.9874319229157938,0.9708577901348986,4774,,,shelter,0,adaBoost_cv
0.8045602605863192,0.5255319148936171,0.6357786357786357,470,,,shelter,1,adaBoost_cv
0.9413626794120755,0.9460335621662853,0.940825905591145,5244,0.9460335621662853,0.7564819189047054,shelter,weighted avg,adaBoost_cv
